                  上证指数 (000001)

      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA5   	   MA.MA13  	   MA.MA34  	   MA.MA144 	VOL-TDX.VVOL  	VOL-TDX.      	VOL-TDX.VOLUME	VOL-TDX.MAVOL1	VOL-TDX.MAVOL2	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 SKDJ.K     	 SKDJ.D     	
 1993/09/03	 901.090	 926.110	 884.510	 922.690	          11408	    913.320	    924.865	   1090.792	           	           	      0.000	  11408.000	  31431.801	  24016.600	    -40.229	    -28.117	    -24.224	     48.083	     44.539	
 1993/09/10	 940.460	 947.530	 887.650	 903.560	          15161	    922.928	    913.832	   1086.080	           	           	      0.000	  15161.000	  28384.000	  23128.400	    -39.869	    -30.468	    -18.804	     48.810	     47.172	
 1993/09/17	 895.620	 903.240	 865.610	 881.410	           7908	    909.758	    904.249	   1079.642	    584.614	           	      0.000	   7908.000	  19344.600	  22777.600	    -40.900	    -32.554	    -16.692	     46.580	     47.824	
 1993/09/24	 875.970	 915.060	 864.380	 875.810	          12618	    895.612	    894.185	   1070.152	    589.939	           	      0.000	  12618.000	  12832.800	  22643.900	    -41.688	    -34.381	    -14.614	     43.639	     46.343	
 1993/09/30	 876.610	 909.840	 876.390	 890.270	          18850	    894.748	    886.746	   1057.132	    595.243	           	      0.000	  18850.000	  13189.000	  23484.199	    -40.677	    -35.640	    -10.073	     39.657	     43.292	
 1993/10/08	 895.690	 934.400	 874.280	 874.760	          41708	    885.162	    887.222	   1039.955	    600.405	           	      0.000	  41708.000	  19249.000	  25340.400	    -40.658	    -36.644	     -8.029	     30.619	     37.972	
 1993/10/15	 872.950	 879.680	 848.530	 856.920	          24824	    875.834	    887.996	   1021.049	    605.421	           	      0.000	  24824.000	  21181.600	  24782.801	    -41.604	    -37.636	     -7.936	     21.786	     30.687	
 1993/10/22	 852.820	 852.820	 818.810	 818.810	          36213	    863.314	    888.400	   1005.723	    610.175	           	      0.000	  36213.000	  26842.600	  23093.600	    -44.910	    -39.091	    -11.639	     14.131	     22.179	
 1993/10/29	 792.780	 834.790	 774.540	 814.820	          48701	    851.116	    883.305	    997.055	    614.916	           	      0.000	  48701.000	  34059.199	  23446.000	    -47.307	    -40.734	    -13.147	     14.506	     16.808	
 1993/11/05	 801.860	 824.490	 793.320	 814.390	          27906	    835.939	    880.141	    984.643	    619.672	           	      0.000	  27906.000	  35870.398	  24529.699	    -48.680	    -42.323	    -12.715	     16.732	     15.123	
 1993/11/12	 833.260	 868.910	 819.090	 865.970	          47649	    834.181	    873.888	    975.555	    624.781	           	      0.000	  47649.000	  37058.602	  28153.801	    -45.087	    -42.876	     -4.422	     27.404	     19.547	
 1993/11/19	 875.800	 924.670	 875.800	 924.670	          61939	    847.731	    872.206	    972.170	    630.282	           	      0.000	  61939.000	  44481.602	  32831.602	    -37.075	    -41.716	      9.281	     46.699	     30.278	
 1993/11/26	 924.670	1011.760	 898.490	 965.390	         101874	    877.048	    877.651	    972.798	    636.049	           	      0.000	 101874.000	  57613.801	  42228.199	    -27.127	    -38.798	     23.342	     59.962	     44.688	
 1993/12/03	 968.440	 993.740	 956.340	 980.670	          57919	    910.219	    882.112	    965.082	    641.939	           	      0.000	  57919.000	  59457.398	  46758.301	    -17.805	    -34.600	     33.589	     70.010	     58.890	
 1993/12/10	 986.120	1044.850	 957.650	 978.570	          92202	    943.055	    887.882	    958.136	    647.833	           	      0.000	  92202.000	  72316.602	  54093.500	    -10.466	    -29.773	     38.613	     73.890	     67.954	
 1993/12/17	 982.380	 982.380	 884.470	 901.700	          47781	    950.200	    889.442	    947.590	    653.225	           	      0.000	  47781.000	  72343.000	  54700.801	    -10.729	    -25.964	     30.470	     68.148	     70.683	
 1993/12/24	 823.770	 852.630	 750.460	 834.390	          65683	    932.144	    886.256	    932.167	    658.168	           	      0.000	  65683.000	  73091.797	  58786.699	    -16.182	    -24.008	     15.651	     56.803	     66.280	
 1993/12/31	 841.490	 854.650	 816.360	 833.800	          48166	    905.827	    881.912	    921.402	    663.124	           	      0.000	  48166.000	  62350.199	  59982.000	    -20.317	    -23.270	      5.905	     46.843	     57.265	
 1994/01/07	 837.700	 883.990	 823.100	 879.640	          60887	    885.620	    882.288	    912.937	    668.388	           	      0.000	  60887.000	  62943.801	  61200.602	    -19.669	    -22.550	      5.761	     43.613	     49.086	
 1994/01/14	 891.990	 907.090	 842.620	 849.230	          77557	    859.752	    881.696	    904.268	    673.458	           	      0.000	  77557.000	  60014.801	  66165.703	    -21.362	    -22.312	      1.899	     40.290	     43.582	
 1994/01/21	 861.340	 868.880	 777.830	 812.880	          47271	    841.989	    881.240	    899.565	    678.290	           	      0.000	  47271.000	  59912.801	  66127.898	    -25.346	    -22.919	     -4.854	     34.687	     39.530	
 1994/01/28	 830.160	 842.040	 795.070	 799.260	          48600	    834.963	    880.043	    893.534	    683.038	           	      0.000	  48600.000	  56496.199	  64794.000	    -29.264	    -24.188	    -10.152	     28.759	     34.578	
 1994/02/04	 781.540	 797.880	 750.610	 797.860	          43737	    827.773	    878.772	    886.207	    687.798	           	      0.000	  43737.000	  55610.398	  58980.301	    -32.112	    -25.773	    -12.679	     24.112	     29.186	
 1994/02/18	 813.950	 818.570	 761.640	 769.180	          33388	    805.681	    871.326	    879.242	    692.386	           	      0.000	  33388.000	  50110.602	  56527.199	    -36.266	    -27.871	    -16.788	     18.941	     23.937	
 1994/02/25	 769.940	 787.670	 749.630	 787.420	          53188	    793.320	    860.769	    872.794	    697.113	           	      0.000	  53188.000	  45236.801	  52625.801	    -37.651	    -29.827	    -15.648	     18.912	     20.655	
 1994/03/04	 785.820	 795.200	 724.330	 726.300	          75058	    776.003	    842.377	    865.127	    701.392	           	      0.000	  75058.000	  50794.199	  55353.500	    -43.184	    -32.499	    -21.370	     14.447	     17.433	
 1994/03/11	 718.350	 741.440	 694.030	 717.380	         108244	    759.628	    822.124	    860.681	    705.576	           	      0.000	 108244.000	  62723.000	  59609.602	    -47.737	    -35.546	    -24.382	     12.458	     15.273	
 1994/03/18	 774.770	 807.520	 751.200	 765.220	         192356	    753.100	    805.712	    858.279	    710.054	           	      0.000	 192356.000	  92446.797	  74028.602	    -46.945	    -37.826	    -18.238	     17.200	     14.702	
 1994/03/25	 755.860	 757.550	 714.590	 719.050	         101155	    743.075	    791.663	    855.500	    714.182	           	      0.000	 101155.000	 106000.203	  78055.398	    -49.472	    -40.155	    -18.634	     17.663	     15.774	
 1994/04/01	 702.420	 714.100	 691.860	 698.840	         103632	    725.358	    781.236	    850.140	    718.127	           	      0.000	 103632.000	 116089.000	  80662.898	    -52.501	    -42.624	    -19.753	     14.525	     16.463	
 1994/04/08	 698.190	 700.210	 674.720	 678.850	          68849	    715.869	    769.316	    844.944	    721.886	           	      0.000	  68849.000	 114847.203	  82820.703	    -55.870	    -45.273	    -21.192	     10.827	     14.338	
 1994/04/15	 668.850	 674.500	 592.310	 626.790	          77995	    697.750	    749.866	    835.519	    725.294	           	      0.000	  77995.000	 108797.398	  85760.203	    -62.025	    -48.624	    -26.803	     11.005	     12.119	
 1994/04/22	 619.510	 619.530	 536.340	 566.070	         105173	    657.920	    728.085	    824.328	    728.303	           	      0.000	 105173.000	  91360.797	  91903.797	    -70.985	    -53.096	    -35.778	     11.039	     10.957	
 1994/04/29	 566.630	 616.090	 555.760	 592.560	         124566	    632.622	    711.137	    815.445	    731.469	           	      0.000	 124566.000	  96043.000	 101021.602	    -75.083	    -57.493	    -35.179	     13.471	     11.839	
 1994/05/06	 593.940	 620.940	 575.250	 585.800	          74645	    610.014	    694.717	    805.537	    734.560	           	      0.000	  74645.000	  90245.602	 103167.297	    -77.977	    -61.590	    -32.774	     15.271	     13.260	
 1994/05/13	 587.940	 606.730	 575.280	 590.390	          93248	    592.322	    678.758	    796.326	    737.641	           	      0.000	  93248.000	  95125.398	 104986.297	    -78.990	    -65.070	    -27.839	     16.886	     15.209	
 1994/05/20	 597.120	 597.720	 576.850	 594.220	          95256	    585.808	    665.299	    787.879	    740.698	           	      0.000	  95256.000	  98577.602	 103687.500	    -78.577	    -67.772	    -21.612	     19.610	     17.255	
 1994/05/27	 594.520	 597.150	 566.370	 573.360	          61078	    587.266	    648.833	    778.983	    743.557	           	      0.000	  61078.000	  89758.602	  90559.703	    -79.023	    -70.022	    -18.002	     20.594	     19.030	
 1994/06/03	 565.630	 565.870	 537.780	 548.750	         153644	    578.503	    635.175	    768.938	    746.189	           	      0.000	 153644.000	  95574.203	  95808.602	    -80.435	    -72.104	    -16.661	     17.585	     19.263	
 1994/06/10	 549.030	 549.660	 512.030	 514.540	          42770	    564.252	    619.572	    758.344	    748.523	           	      0.000	  42770.000	  89199.203	  89722.398	    -83.353	    -74.354	    -17.998	     12.823	     17.001	
 1994/06/17	 505.540	 528.450	 487.260	 527.850	          49288	    551.744	    601.313	    748.665	    750.887	           	      0.000	  49288.000	  80407.203	  87766.297	    -83.628	    -76.209	    -14.838	     16.018	     15.475	
 1994/06/24	 523.370	 531.110	 490.680	 492.330	          42749	    531.366	    583.873	    739.063	    753.002	           	      0.000	  42749.000	  69905.797	  84241.703	    -85.724	    -78.112	    -15.224	     13.760	     14.200	
 1994/07/01	 483.450	 483.900	 457.510	 458.370	          23961	    508.369	    565.376	    728.579	    754.894	           	      0.000	  23961.000	  62482.398	  76120.500	    -89.098	    -80.309	    -17.578	      9.887	     13.222	
 1994/07/08	 446.230	 446.860	 423.030	 437.750	          25588	    486.169	    546.829	    717.502	    756.671	           	      0.000	  25588.000	  36871.199	  66222.703	    -92.371	    -82.721	    -19.299	      8.450	     10.699	
 1994/07/15	 436.540	 440.590	 413.000	 413.930	          29314	    466.047	    530.456	    704.206	    758.266	           	      0.000	  29314.000	  34180.000	  61689.602	    -95.783	    -85.334	    -20.898	      6.104	      8.147	
 1994/07/22	 405.610	 406.640	 362.290	 363.730	          24756	    433.222	    514.891	    687.708	    759.453	           	      0.000	  24756.000	  29273.600	  54840.398	   -101.369	    -88.541	    -25.657	      4.145	      6.233	
 1994/07/29	 357.400	 392.170	 325.890	 333.920	          69330	    401.541	    494.995	    669.135	    760.365	           	      0.000	  69330.000	  34589.801	  52247.801	   -106.969	    -92.226	    -29.484	      3.456	      4.568	
 1994/08/05	 394.870	 683.040	 377.970	 683.040	         590440	    446.473	    502.475	    660.381	    763.637	           	      0.000	 590440.000	 147885.594	 105184.000	    -82.287	    -90.238	     15.904	     27.419	     11.673	
 1994/08/12	 720.480	 768.080	 597.260	 689.660	         639655	    496.855	    510.111	    651.884	    766.894	           	      0.000	 639655.000	 270699.000	 153785.094	    -61.483	    -84.487	     46.009	     47.122	     25.999	
 1994/08/19	 671.100	 772.320	 654.220	 713.850	         388385	    556.839	    519.314	    646.359	    770.245	           	      0.000	 388385.000	 342513.188	 188346.594	    -42.554	    -76.101	     67.094	     61.993	     45.511	
 1994/08/26	 680.070	 728.760	 668.720	 707.410	         228644	    625.577	    529.626	    642.625	    773.504	           	      0.000	 228644.000	 383290.813	 206282.203	    -27.752	    -66.431	     77.358	     71.577	     60.231	
